ID_Cliente;Nome;Sobrenome;Categoria;Endereco;Cidade (Estado) - CEP;Email;Idade;CPF
4946;Diego;Ferreira;Bronze;Rua Amélia Augusta do Nascimento 802;Betim (Minas Gerais) - 32651-630;DiegoPintoFerreira@einrot.com;73;933.685.754-14
4947;Diego;Ferreira;Bronze;Avenida Presidente Castelo Branco 1556;Rio de Janeiro (Rio de Janeiro) - 20271-130;DiegoGomesFerreira@gustr.com;51;662.382.569-07
4948;Diogo;Ferreira;Bronze;Rua Frei Epifânio D'Badia 1148;Imperatriz (Maranhão) - 65905-030;DiogoFernandesFerreira@einrot.com;67;252.953.755-01
4949;Diogo;Ferreira;Bronze;Rua Professora Júlia dos Anjos 762;Montes Claros (Minas Gerais) - 39400-231;DiogoPereiraFerreira@jourrapide.com;64;392.935.809-34
4950;Diogo;Ferreira;Bronze;Rua Deputado José de Paula Pires 1112;São Gonçalo (Rio de Janeiro) - 24476-500;DiogoSouzaFerreira@einrot.com;29;611.135.662-30
4951;Douglas;Ferreira;Bronze;Rua Major Francisco de Barros Rêgo 1823;Maceió (Alagoas) - 57051-695;DouglasPereiraFerreira@cuvox.de;34;227.691.123-92
4952;Douglas;Ferreira;Bronze;Rua Amador Franco da Silveira 643;Pirassununga (São Paulo) - 13633-350;DouglasBarrosFerreira@einrot.com;54;205.353.401-09
4953;Douglas;Ferreira;Bronze;Rua Seringueiras 1337;Anápolis (Goiás) - 75093-570;DouglasPereiraFerreira@rhyta.com;72;921.494.395-81
4954;Douglas;Ferreira;Bronze;Rua Guairama 1431;São Paulo (São Paulo) - 08160-670;DouglasAlmeidaFerreira@cuvox.de;21;583.818.374-80
4955;Douglas;Ferreira;Bronze;Rua Jorge Amado 279;Campo Grande (Mato Grosso do Sul) - 79115-780;DouglasSantosFerreira@cuvox.de;33;513.219.959-38
4956;Eduardo;Ferreira;Bronze;Rua Bernardino de Campos 54;Cruzeiro (São Paulo) - 12730-040;EduardoCavalcantiFerreira@dayrep.com;55;684.973.861-59
4957;Eduardo;Ferreira;Bronze;Rua Januário Luiz Soares 1310;Caratinga (Minas Gerais) - 35300-203;EduardoSousaFerreira@jourrapide.com;66;702.029.634-38
4958;Eduardo;Ferreira;Bronze;Praça America Pinto de Andrade 1320;São José dos Campos (São Paulo) - 12216-210;EduardoCostaFerreira@rhyta.com;34;510.001.540-33
4959;Emilly;Ferreira;Bronze;Rua Helena Fabrini 1823;Campinas (São Paulo) - 13105-304;EmillyPintoFerreira@jourrapide.com;45;832.545.241-28
4960;Emily;Ferreira;Bronze;Caminho Poções 1077;Feira de Santana (Bahia) - 44030-630;EmilyMartinsFerreira@teleworm.us;58;571.258.088-83
4961;Emily;Ferreira;Bronze;Rua Vendelino Krauss 1323;Blumenau (Santa Catarina) - 89058-200;EmilyGomesFerreira@rhyta.com;66;847.658.969-78
4962;Emily;Ferreira;Bronze;Rua José Pedreschi 1147;São Paulo (São Paulo) - 02881-000;EmilySousaFerreira@einrot.com;37;453.144.846-41
4963;Emily;Ferreira;Bronze;Rua Tito Chaves 781;Porto Alegre (Rio Grande do Sul) - 91040-632;EmilyDiasFerreira@teleworm.us;41;874.552.049-65
4964;Enzo;Ferreira;Prata;Rua Álvaro Chaves 193;Fortaleza (Ceará) - 60763-180;EnzoCorreiaFerreira@rhyta.com;68;435.769.405-10
4965;Erick;Ferreira;Prata;Rua São João Evangelista 439;São Paulo (São Paulo) - 03273-100;ErickRibeiroFerreira@fleckens.hu;61;914.544.662-86
4966;Estevan;Ferreira;Prata;Rua Cinco 1388;Contagem (Minas Gerais) - 32044-490;EstevanCostaFerreira@cuvox.de;73;835.964.421-76
4967;Estevan;Ferreira;Prata;Rua 10 573;Araguaína (Tocantins) - 77825-848;EstevanAraujoFerreira@teleworm.us;48;529.828.847-20
4968;Estevan;Ferreira;Prata;Avenida Ricardo Cardim 505;Matão (São Paulo) - 15997-328;EstevanSousaFerreira@jourrapide.com;42;849.464.186-79
4969;Estevan;Ferreira;Prata;Beco Pitangui 698;Belo Horizonte (Minas Gerais) - 30335-390;EstevanCastroFerreira@dayrep.com;75;230.027.829-47
4970;Evelyn;Ferreira;Prata;Passagem Felipe Silva 1691;Capanema (Pará) - 68700-180;EvelynCardosoFerreira@fleckens.hu;24;840.055.390-09
4971;Evelyn;Ferreira;Prata;Rua Francisco Mattedi 44;Santa Bárbara D'Oeste (São Paulo) - 13453-027;EvelynAlmeidaFerreira@cuvox.de;71;909.487.328-14
4972;Evelyn;Ferreira;Prata;Rua Matheus Preto 1285;São Paulo (São Paulo) - 02759-010;EvelynGoncalvesFerreira@superrito.com;54;931.875.995-91
4973;Fábio;Ferreira;Prata;Rua Portela 1016;Feira de Santana (Bahia) - 44036-640;FabioAlvesFerreira@fleckens.hu;26;400.679.526-23
4974;Fábio;Ferreira;Prata;Rua Joubert de Carvalho 284;Fortaleza (Ceará) - 60865-110;FabioSantosFerreira@armyspy.com;30;394.599.417-96
4975;Felipe;Ferreira;Diamante;Rua Paripueira 1517;Recife (Pernambuco) - 52110-115;FelipeCavalcantiFerreira@einrot.com;19;119.115.295-28
4976;Felipe;Ferreira;Prata;Avenida Padre Francisco de Toledo 568;São Paulo (São Paulo) - 03590-120;FelipeCunhaFerreira@fleckens.hu;23;308.145.274-00
4977;Felipe;Ferreira;Prata;Rua Amaro de Santa Rita 483;Curitiba (Paraná) - 81030-230;FelipeSousaFerreira@rhyta.com;36;880.628.394-43
4978;Felipe;Ferreira;Prata;Rua Ricardo dos Santos 1576;São Gonçalo (Rio de Janeiro) - 24461-150;FelipeAlvesFerreira@einrot.com;24;491.058.779-97
4979;Fernanda;Ferreira;Prata;Rua Alcebíades Antônio dos Santos 1811;Porto Alegre (Rio Grande do Sul) - 91720-580;FernandaAzevedoFerreira@gustr.com;53;187.927.668-20
4980;Fernanda;Ferreira;Platina;Rua Palestina 996;Cariacica (Espírito Santo) - 29145-592;FernandaPintoFerreira@dayrep.com;74;814.196.574-37
4981;Fernanda;Ferreira;Prata;Rua E 645;Atibaia (São Paulo) - 12953-662;FernandaOliveiraFerreira@jourrapide.com;29;510.682.289-03
4982;Gabriela;Ferreira;Prata;Rua Maristela Mazzuchelli de Souza 1545;Presidente Prudente (São Paulo) - 19100-310;GabrielaRochaFerreira@superrito.com;22;195.901.152-92
4983;Gabriela;Ferreira;Prata;Quadra EQ 05/06 1371;Planaltina (Distrito Federal) - 73360-550;GabrielaBarbosaFerreira@gustr.com;43;624.753.018-80
4984;Gabrielle;Ferreira;Prata;Rua Domenico Fischieti 1757;São Paulo (São Paulo) - 04439-010;GabrielleAraujoFerreira@fleckens.hu;78;971.702.928-82
4985;Gabrielle;Ferreira;Prata;Rua Manoel Luiz Alves 1111;Tubarão (Santa Catarina) - 88702-045;GabrielleAlmeidaFerreira@armyspy.com;28;556.356.132-17
4986;Gabrielle;Ferreira;Prata;Avenida Porphirio Cardoso de Novaes 96;Campinas (São Paulo) - 13031-020;GabrielleCorreiaFerreira@gustr.com;40;372.524.113-97
4987;Gabrielle;Ferreira;Prata;Estrada Municipal Jader Carvalho 1100;Avaré (São Paulo) - 18706-810;GabrielleCavalcantiFerreira@armyspy.com;64;412.128.245-04
4988;Gabrielle;Ferreira;Prata;Rua Mello Moraes Filho 1384;Salvador (Bahia) - 40352-000;GabrielleGoncalvesFerreira@superrito.com;68;854.595.086-14
4989;Gabrielly;Ferreira;Bronze;Rua Armando Paracampo 1991;Teresópolis (Rio de Janeiro) - 25964-090;GabriellyGoncalvesFerreira@rhyta.com;69;348.934.101-56
4990;Gabrielly;Ferreira;Bronze;Rua A-72 1607;Rondonópolis (Mato Grosso) - 78735-415;GabriellyRodriguesFerreira@gustr.com;61;488.098.295-49
4991;Gabrielly;Ferreira;Bronze;Rua Renato R. Martins 124;Sete Lagoas (Minas Gerais) - 35701-572;GabriellySantosFerreira@einrot.com;29;466.616.317-40
4992;Gabrielly;Ferreira;Bronze;Rua Francisco Pereira da Silva 1567;Osasco (São Paulo) - 06243-260;GabriellyRibeiroFerreira@rhyta.com;64;970.264.061-08
4993;Gabrielly;Ferreira;Bronze;Rua Asfalto 1664;Contagem (Minas Gerais) - 32072-200;GabriellyRibeiroFerreira@teleworm.us;65;200.550.495-59
4994;Gabrielly;Ferreira;Bronze;Praça da Matriz 538;Petrópolis (Rio de Janeiro) - 25740-060;GabriellyRodriguesFerreira@superrito.com;80;439.894.594-65
4995;Giovana;Ferreira;Bronze;Rua Agostinho Rinaldi 1694;Votorantim (São Paulo) - 18110-290;GiovanaCardosoFerreira@dayrep.com;40;561.186.642-50
4996;Giovana;Ferreira;Bronze;Rua Oitava 1249;Macapá (Amapá) - 68909-855;GiovanaCarvalhoFerreira@cuvox.de;30;412.038.129-30
4997;Giovanna;Ferreira;Bronze;Rua Delcides Ferreira Carvalho 565;Cachoeiro de Itapemirim (Espírito Santo) - 29312-660;GiovannaCorreiaFerreira@rhyta.com;32;686.907.893-91
4998;Giovanna;Ferreira;Diamante;Rua São João 1792;Natal (Rio Grande do Norte) - 59022-390;GiovannaCavalcantiFerreira@dayrep.com;50;738.725.973-96
4999;Giovanna;Ferreira;Bronze;Avenida Piassaguera 3;Guarujá (São Paulo) - 11454-630;GiovannaSilvaFerreira@armyspy.com;38;755.017.366-40
5000;Guilherme;Ferreira;Bronze;Rua Nicodemo Rosa 1538;Bebedouro (São Paulo) - 14702-160;GuilhermeCunhaFerreira@teleworm.us;72;106.810.486-46
5001;Guilherme;Ferreira;Ouro;Avenida Amazonas 1384;Betim (Minas Gerais) - 32560-000;GuilhermeAzevedoFerreira@teleworm.us;29;420.462.164-31
5002;Gustavo;Ferreira;Bronze;Rua Lilian Baylis 1665;São Paulo (São Paulo) - 04888-110;GustavoCunhaFerreira@teleworm.us;22;849.899.445-42
5003;Igor;Ferreira;Bronze;Vila Inaldo Souza Martins 168;Recife (Pernambuco) - 52070-670;IgorSouzaFerreira@cuvox.de;79;604.317.890-70
5004;Igor;Ferreira;Bronze;Rua Tabajaras 79;Araçatuba (São Paulo) - 16015-060;IgorSilvaFerreira@rhyta.com;38;577.310.945-02
5005;Igor;Ferreira;Bronze;Rua Tecelões de Lodz 386;Brusque (Santa Catarina) - 88352-175;IgorCardosoFerreira@gustr.com;38;521.159.497-57
5006;Igor;Ferreira;Bronze;Rua Sete de Setembro 1373;Cruzeiro (São Paulo) - 12702-030;IgorSilvaFerreira@rhyta.com;44;723.353.930-81
5007;Igor;Ferreira;Ouro;Avenida Doutor Lamartine Pinto de Avelar 2;Catalão (Goiás) - 75704-020;IgorMartinsFerreira@teleworm.us;73;425.400.482-69
5008;Igor;Ferreira;Ouro;Travessa Doutor César Cunha 676;Uruguaiana (Rio Grande do Sul) - 97510-120;IgorCarvalhoFerreira@rhyta.com;60;566.578.368-48
5009;Isabela;Ferreira;Ouro;Rua Albertino Francisco da Silva 323;Camaragibe (Pernambuco) - 54765-005;IsabelaCastroFerreira@teleworm.us;27;263.276.444-06
5010;Isabella;Ferreira;Ouro;Rua Paulina Ortega 693;Taboão da Serra (São Paulo) - 06755-240;IsabellaAlmeidaFerreira@cuvox.de;35;736.665.734-44
5011;Isabella;Ferreira;Ouro;Alameda Cafelândia 1055;Bauru (São Paulo) - 17057-170;IsabellaCorreiaFerreira@rhyta.com;78;506.255.939-10
5012;Isabelle;Ferreira;Ouro;Estrada Comendador 1048;Embu (São Paulo) - 06833-070;IsabelleSouzaFerreira@jourrapide.com;55;835.997.154-40
5013;Isabelle;Ferreira;Ouro;Rua Platina 661;Ribeirão das Neves (Minas Gerais) - 33930-820;IsabelleGoncalvesFerreira@teleworm.us;49;740.402.139-12
5014;Joao;Ferreira;Prata;Rua da Laranjeiras 1022;Boa Vista (Roraima) - 69307-560;JoaoBarrosFerreira@einrot.com;35;963.184.032-80
5015;Joao;Ferreira;Prata;Rua Caetés 586;Anápolis (Goiás) - 75143-530;JoaoPereiraFerreira@armyspy.com;83;483.245.534-60
5016;João;Ferreira;Prata;Rua Três 799;Campinas (São Paulo) - 13067-670;JoaoGomesFerreira@armyspy.com;85;313.424.644-94
5017;José;Ferreira;Prata;Rua Manoel Ribeiro 1667;Caucaia (Ceará) - 61602-360;JoseRibeiroFerreira@superrito.com;25;253.778.265-82
5018;José;Ferreira;Prata;Conjunto Morada Nova I 1392;Teresina (Piauí) - 64023-100;JoseGomesFerreira@armyspy.com;25;111.994.944-02
5019;José;Ferreira;Bronze;Rua Quixelos 1246;São Paulo (São Paulo) - 03029-050;JoseCarvalhoFerreira@cuvox.de;26;831.329.844-85
5020;José;Ferreira;Prata;Rua Belo Horizonte 1393;Hortolândia (São Paulo) - 13186-493;JoseCardosoFerreira@fleckens.hu;59;163.043.822-78
5021;Julia;Ferreira;Prata;Estrada das Palmas 1946;Osasco (São Paulo) - 06150-740;JuliaCavalcantiFerreira@armyspy.com;24;906.203.018-13
5022;Júlia;Ferreira;Bronze;Rua André Torresoni 1210;São Paulo (São Paulo) - 03658-020;JuliaFernandesFerreira@armyspy.com;58;142.842.017-78
5023;Júlia;Ferreira;Prata;Rua Casa Grande 665;Belo Horizonte (Minas Gerais) - 31814-000;JuliaCunhaFerreira@armyspy.com;59;379.236.453-02
5024;Júlia;Ferreira;Prata;Rua Gardênia 1478;Osasco (São Paulo) - 06110-240;JuliaRibeiroFerreira@gustr.com;23;530.258.541-38
5025;Julian;Ferreira;Prata;Rua Doutor Alfredo Antônio Martinelli 436;Campinas (São Paulo) - 13083-330;JulianAlvesFerreira@jourrapide.com;48;707.791.359-70
5026;Julian;Ferreira;Prata;Rua Juqueí 1899;Caraguatatuba (São Paulo) - 11669-210;JulianSantosFerreira@armyspy.com;35;481.008.107-96
5027;Julian;Ferreira;Ouro;Rua Vinícius de Morais 1093;Salvador (Bahia) - 41315-280;JulianBarrosFerreira@einrot.com;63;707.825.095-84
5028;Julieta;Ferreira;Ouro;Rua Hélio Tomás 122;São Paulo (São Paulo) - 03286-230;JulietaMartinsFerreira@gustr.com;20;541.688.837-79
5029;Julieta;Ferreira;Ouro;Rua Doutor Arthur Maciel 88;Várzea Grande (Mato Grosso) - 78130-110;JulietaBarrosFerreira@superrito.com;79;863.047.785-70
5030;Julieta;Ferreira;Ouro;Travessa Rui Lino 1925;Rio Branco (Acre) - 69904-655;JulietaOliveiraFerreira@armyspy.com;64;169.454.926-72
5031;Julieta;Ferreira;Ouro;Estrada Tertuliano Rodrigues dos Santos 1846;Sorocaba (São Paulo) - 18050-389;JulietaPintoFerreira@jourrapide.com;31;748.878.382-47
5032;Júlio;Ferreira;Ouro;Travessa Santa Rita 59;Salvador (Bahia) - 41247-080;JulioPintoFerreira@fleckens.hu;77;423.706.444-19
5033;Kai;Ferreira;Ouro;Rua Ariston Barbosa 512;Jequié (Bahia) - 45200-530;KaiPereiraFerreira@fleckens.hu;40;322.613.876-60
5034;Kai;Ferreira;Platina;Quadra QC 02 Conjunto B Bloco 02 159;Valparaíso de Goiás (Goiás) - 72878-262;KaiSantosFerreira@einrot.com;57;952.238.713-40
5035;Kai;Ferreira;Platina;Rua Soiti Tarumã 257;Londrina (Paraná) - 86057-090;KaiSilvaFerreira@jourrapide.com;37;878.631.783-04
5036;Kaua;Ferreira;Platina;Rua São Vicente 674;São José (Santa Catarina) - 88107-416;KauaAzevedoFerreira@rhyta.com;55;708.336.611-08
5037;Kaua;Ferreira;Platina;Rua do Rosário 223;Passo Fundo (Rio Grande do Sul) - 99062-180;KauaSouzaFerreira@gustr.com;48;171.162.177-38
5038;Kauã;Ferreira;Platina;Travessa Tunísia 132;Vitória da Conquista (Bahia) - 45023-020;KauaLimaFerreira@einrot.com;78;469.673.509-51
5039;Kauã;Ferreira;Platina;Travessa Maravilha 583;Rio de Janeiro (Rio de Janeiro) - 21815-200;KauaCavalcantiFerreira@cuvox.de;23;393.385.292-74
5040;Kauan;Ferreira;Platina;Rua Bernardo Krasinski 1414;Curitiba (Paraná) - 81200-570;KauanSouzaFerreira@rhyta.com;38;306.323.919-44
5041;Kauan;Ferreira;Platina;Rua da Mongólia 1333;Salvador (Bahia) - 41915-310;KauanSouzaFerreira@rhyta.com;19;350.000.062-24
5042;Kauan;Ferreira;Diamante;Rua Sândalos 146;Olinda (Pernambuco) - 53130-720;KauanCostaFerreira@dayrep.com;36;212.925.739-96
5043;Kauan;Ferreira;Diamante;Avenida Ignês E. Fagundes 1269;Porto Alegre (Rio Grande do Sul) - 91790-010;KauanSousaFerreira@gustr.com;79;534.840.711-92
5044;Kauê;Ferreira;Diamante;Rua Emílio Garcia 466;Botucatu (São Paulo) - 18603-440;KaueAlmeidaFerreira@einrot.com;21;949.077.100-70
5045;Kauê;Ferreira;Platina;Quadra CNM 01 Bloco C 1787;Ceilândia (Distrito Federal) - 72215-503;KaueCunhaFerreira@einrot.com;37;837.067.296-52
5046;Kauê;Ferreira;Platina;Rua Pamplona 247;Belo Horizonte (Minas Gerais) - 31365-050;KaueRodriguesFerreira@superrito.com;47;998.681.871-09
5047;Lara;Ferreira;Platina;Rua Dom Melo 338;Crato (Ceará) - 63101-070;LaraRodriguesFerreira@cuvox.de;82;999.634.811-32
5048;Lara;Ferreira;Platina;Rua Mongaguá 554;Guarujá (São Paulo) - 11451-290;LaraSilvaFerreira@armyspy.com;38;681.119.256-97
5049;Lara;Ferreira;Platina;Rua Silas Shockness 119;Porto Velho (Rondônia) - 78908-769;LaraCarvalhoFerreira@teleworm.us;83;572.620.985-00
5050;Lara;Ferreira;Platina;Quadra SHIN QI 03 Conjunto 07 1250;Lago Norte (Distrito Federal) - 71505-270;LaraSousaFerreira@teleworm.us;55;772.594.712-47
5051;Lara;Ferreira;Platina;Rua Afrânio Peixoto 326;Nova Iguaçu (Rio de Janeiro) - 26232-010;LaraLimaFerreira@cuvox.de;30;948.470.525-10
5052;Lara;Ferreira;Platina;Rua Félicio Antônio Siqueira 1557;São José do Rio Preto (São Paulo) - 15085-420;LaraDiasFerreira@teleworm.us;82;825.876.522-19
5053;Lara;Ferreira;Platina;Rua Emílio Marelo 1061;São José dos Campos (São Paulo) - 12241-200;LaraAraujoFerreira@fleckens.hu;83;606.186.143-54
5054;Lara;Ferreira;Platina;Rua Frei Damião 175;Imperatriz (Maranhão) - 65905-310;LaraAzevedoFerreira@dayrep.com;85;581.880.209-40
5055;Lara;Ferreira;Prata;Avenida Vitalino Pagliato 1988;Votorantim (São Paulo) - 18117-487;LaraCorreiaFerreira@armyspy.com;56;411.089.477-86
5056;Larissa;Ferreira;Prata;Rua Pilares 1438;Campo Grande (Mato Grosso do Sul) - 79096-130;LarissaCostaFerreira@teleworm.us;38;451.741.303-97
5057;Larissa;Ferreira;Prata;Rua Quarenta e Seis 906;Pindamonhangaba (São Paulo) - 12423-060;LarissaMartinsFerreira@teleworm.us;76;728.786.881-47
5058;Laura;Ferreira;Prata;Rua Quatorze 1836;Timon (Maranhão) - 65634-330;LauraSantosFerreira@teleworm.us;79;514.369.370-51
5059;Laura;Ferreira;Prata;Rua Coronel Iporan Nunes 639;Várzea Grande (Mato Grosso) - 78135-180;LauraRodriguesFerreira@dayrep.com;28;171.807.405-00
5060;Laura;Ferreira;Prata;Viela Salto Veloso 336;Guarulhos (São Paulo) - 07123-291;LauraPereiraFerreira@fleckens.hu;50;460.042.364-03
5061;Laura;Ferreira;Prata;Rua Wenceslau Marek 577;São José dos Pinhais (Paraná) - 83010-520;LauraFernandesFerreira@superrito.com;53;747.759.096-57
5062;Lavinia;Ferreira;Prata;Rua Doutor Luiz Silveira 245;São Paulo (São Paulo) - 01031-020;LaviniaSouzaFerreira@einrot.com;72;937.551.141-35
5063;Leila;Ferreira;Prata;Avenida Quinze de Novembro 304;Uberaba (Minas Gerais) - 38015-300;LeilaGoncalvesFerreira@einrot.com;70;120.820.128-08
5064;Leila;Ferreira;Prata;Rua Doutor Amâncio de Carvalho 1561;São Paulo (São Paulo) - 04012-080;LeilaLimaFerreira@superrito.com;62;309.851.991-64
5065;Leila;Ferreira;Prata;Avenida Candeias 1268;Ilhéus (Bahia) - 45650-310;LeilaMartinsFerreira@rhyta.com;24;950.555.509-10
5066;Leonardo;Ferreira;Prata;Rua Serra dos Órgãos 1054;Goiânia (Goiás) - 74460-250;LeonardoFernandesFerreira@fleckens.hu;48;658.719.991-74
5067;Leonardo;Ferreira;Prata;Rua Itaibó 719;Jequié (Bahia) - 45202-130;LeonardoAlmeidaFerreira@teleworm.us;73;759.283.676-94
5068;Leonor;Ferreira;Prata;Avenida Maestro Vila-Lobos 1746;Duque de Caxias (Rio de Janeiro) - 25260-320;LeonorPintoFerreira@teleworm.us;83;549.751.273-93
5069;Leonor;Ferreira;Prata;Rua Marcos Moreno dos Santos Cabeção 551;Umuarama (Paraná) - 87506-460;LeonorAlvesFerreira@gustr.com;58;882.256.959-84
5070;Leonor;Ferreira;Prata;Avenida Marimbas 1397;Cabo Frio (Rio de Janeiro) - 28924-120;LeonorPintoFerreira@dayrep.com;57;767.618.815-60
5071;Leonor;Ferreira;Prata;Praça Severina Gontijo 675;Patos de Minas (Minas Gerais) - 38703-107;LeonorRibeiroFerreira@gustr.com;36;902.870.195-86
5072;Leonor;Ferreira;Prata;Quadra CNM 02 Bloco A 1000;Ceilândia (Distrito Federal) - 72210-501;LeonorCarvalhoFerreira@rhyta.com;77;910.228.057-46
5073;Leonor;Ferreira;Prata;Loteamento Portal da Alegria 814;Teresina (Piauí) - 64039-410;LeonorMeloFerreira@gustr.com;41;681.326.068-50
5074;Letícia;Ferreira;Prata;Praça Eduardo Antônio dos Santos 1526;São Paulo (São Paulo) - 05366-125;LeticiaCardosoFerreira@gustr.com;59;220.043.390-55
5075;Livia;Ferreira;Prata;Vila Santana 1253;Fortaleza (Ceará) - 60175-360;LiviaAzevedoFerreira@armyspy.com;55;544.146.742-80
5076;Livia;Ferreira;Prata;Rua Nicolau Pierre 938;Rio de Janeiro (Rio de Janeiro) - 23530-230;LiviaPereiraFerreira@armyspy.com;73;520.707.670-19
5077;Livia;Ferreira;Prata;Rua Projetada 1053;São Luís (Maranhão) - 65065-720;LiviaGomesFerreira@superrito.com;53;540.489.100-94
5078;Livia;Ferreira;Prata;Rua Mário Nascimento 264;Serra (Espírito Santo) - 29161-280;LiviaCardosoFerreira@fleckens.hu;62;394.399.084-24
5079;Luan;Ferreira;Prata;Rua Coronel Senra 1427;Teresópolis (Rio de Janeiro) - 25955-690;LuanSilvaFerreira@superrito.com;79;272.587.544-74
5080;Luan;Ferreira;Prata;Rua Rio Iguaçu 1910;Almirante Tamandaré (Paraná) - 83507-290;LuanCorreiaFerreira@einrot.com;42;794.259.929-91
5081;Luana;Ferreira;Prata;Travessa Dezessete 920;Jaboatão dos Guararapes (Pernambuco) - 54290-081;LuanaGomesFerreira@gustr.com;65;296.556.567-13
5082;Luana;Ferreira;Prata;Rua Riga 1609;São Paulo (São Paulo) - 04249-070;LuanaCardosoFerreira@einrot.com;83;137.786.194-54
5083;Lucas;Ferreira;Prata;Rua Campo Bom 1174;Guarulhos (São Paulo) - 07181-260;LucasPintoFerreira@cuvox.de;67;663.167.682-73
5084;Lucas;Ferreira;Prata;Rua Nova Esperança 549;Cuiabá (Mato Grosso) - 78090-100;LucasFernandesFerreira@fleckens.hu;80;106.129.150-26
5085;Lucas;Ferreira;Prata;Quadra QNP 34 Conjunto F 87;Ceilândia (Distrito Federal) - 72236-406;LucasSantosFerreira@fleckens.hu;32;738.016.086-97
5086;Lucas;Ferreira;Prata;Rua Denizar Trevizani 1583;Franca (São Paulo) - 14404-225;LucasAlvesFerreira@superrito.com;81;997.210.781-74
5087;Luis;Ferreira;Prata;Rua Garcia Amaral 1931;Porto Velho (Rondônia) - 78909-340;LuisCastroFerreira@rhyta.com;27;748.531.178-65
5088;Luis;Ferreira;Prata;Rua Doutor Simão de Lima 616;Santo André (São Paulo) - 09061-780;LuisRodriguesFerreira@einrot.com;20;557.708.802-01
5089;Luís;Ferreira;Prata;Rua 8 1383;Rio Verde (Goiás) - 75907-272;LuisAlvesFerreira@cuvox.de;78;646.573.203-35
5090;Luiz;Ferreira;Prata;Rua Professor Elias Vita 1801;São Paulo (São Paulo) - 03124-030;LuizPereiraFerreira@rhyta.com;52;203.132.682-15
5091;Luiz;Ferreira;Prata;Rua C-0235 1335;Goiânia (Goiás) - 74280-130;LuizSouzaFerreira@armyspy.com;57;755.986.240-36
5092;Luiza;Ferreira;Prata;Rua Dinarte Gomes de Oliveira 1155;Caxias do Sul (Rio Grande do Sul) - 95042-210;LuizaAzevedoFerreira@gustr.com;36;868.703.890-98
5093;Luiza;Ferreira;Prata;Rua José Dias 702;Juazeiro do Norte (Ceará) - 63031-560;LuizaCardosoFerreira@dayrep.com;39;258.113.936-60
5094;Luiza;Ferreira;Prata;Quadra 409 Norte Alameda 22 743;Palmas (Tocantins) - 77001-576;LuizaFernandesFerreira@rhyta.com;80;155.909.849-04
5095;Luiza;Ferreira;Prata;Rua Olavo Bilac 555;Poços de Caldas (Minas Gerais) - 37701-182;LuizaRodriguesFerreira@superrito.com;40;955.039.863-34
5096;Manuela;Ferreira;Prata;Rua Benedita Conceição Gomes Perbelini 766;Sorocaba (São Paulo) - 18077-110;ManuelaAlvesFerreira@gustr.com;61;814.396.081-13
5097;Marcos;Ferreira;Prata;Rua Rossini Almeida Guimarães 1699;Pará de Minas (Minas Gerais) - 35661-095;MarcosAlmeidaFerreira@einrot.com;19;761.529.850-48
5098;Marcos;Ferreira;Prata;Quadra QR 118 Conjunto 09 1937;Samambaia (Distrito Federal) - 72302-810;MarcosGoncalvesFerreira@rhyta.com;82;670.079.480-30
5099;Marcos;Ferreira;Prata;Rua Johann Doebeli 1076;Blumenau (Santa Catarina) - 89041-510;MarcosCardosoFerreira@gustr.com;30;185.424.855-30
5100;Marcos;Ferreira;Prata;Rua Amazonas 727;Santo André (São Paulo) - 09111-680;MarcosGomesFerreira@gustr.com;41;124.886.813-77
5101;Marcos;Ferreira;Prata;Rua Narciso Nicolosi 891;Ourinhos (São Paulo) - 19907-140;MarcosAzevedoFerreira@einrot.com;42;591.727.046-59
5102;Marcos;Ferreira;Prata;Rua Malaguita 135;Aparecida de Goiânia (Goiás) - 74969-311;MarcosLimaFerreira@jourrapide.com;26;254.684.523-32
5103;Marcos;Ferreira;Prata;Quadra QS 312 Bloco 04 506;Samambaia (Distrito Federal) - 72308-504;MarcosGoncalvesFerreira@teleworm.us;63;222.927.777-46
5104;Maria;Ferreira;Prata;Rua Doutor Daniel 893;Manaus (Amazonas) - 69084-150;MariaGomesFerreira@teleworm.us;32;464.579.413-20
5105;Maria;Ferreira;Prata;Avenida Nova Faria Lima 390;São Paulo (São Paulo) - 04538-090;MariaCarvalhoFerreira@dayrep.com;34;955.747.423-81
5106;Maria;Ferreira;Prata;Rua Linhares 494;Natal (Rio Grande do Norte) - 59069-140;MariaCunhaFerreira@fleckens.hu;41;847.566.211-04
5107;Maria;Ferreira;Prata;Rua R-34 138;Caruaru (Pernambuco) - 55020-715;MariaAraujoFerreira@dayrep.com;29;592.571.421-08
5108;Maria;Ferreira;Prata;Rua Odeon 1813;São Bernardo do Campo (São Paulo) - 09720-290;MariaAzevedoFerreira@einrot.com;65;795.271.733-29
5109;Mariana;Ferreira;Prata;Rua Doutor Antônio da Costa Neves Júnior 213;Campinas (São Paulo) - 13040-225;MarianaPereiraFerreira@fleckens.hu;83;748.588.101-94
5110;Mariana;Ferreira;Prata;Praça Comendador Antônio Lorenzetti Filho 454;Lençóis Paulista (São Paulo) - 18682-023;MarianaCavalcantiFerreira@einrot.com;76;217.979.225-56
5111;Mariana;Ferreira;Prata;Rua João Carlos do Amaral 1715;Campinas (São Paulo) - 13070-111;MarianaPintoFerreira@armyspy.com;33;664.056.613-34
